label,jet_pt,jet_mass,n_particles,girth,pt_dispersion,leading_z,jet_eta,jet_phi
1,529.08527,27.401024,36.0,0.02371854,0.34890634,0.25463825,0.58040863,2.2676284
1,503.86362,17.533855,27.0,0.010790129,0.4254297,0.34264004,-1.2665159,-0.20581307
0,509.26556,22.52894,30.0,0.019254006,0.35710135,0.23950848,0.0028712102,-2.0156898
1,511.80408,52.799187,46.0,0.07152254,0.24945913,0.11819649,0.7762742,-2.4073722
1,506.3551,12.6196785,19.0,0.008492942,0.5218114,0.4447399,0.86191696,0.9994728
1,513.27295,27.802116,21.0,0.019927789,0.45238394,0.320608,0.21532303,-0.7317392
1,525.3458,12.547148,21.0,0.008862604,0.5510048,0.5019321,-0.70717955,2.7298954
1,507.3135,15.950311,19.0,0.01006527,0.39317268,0.23319614,-0.1321208,-2.2292554
1,519.61414,14.512988,19.0,0.009162922,0.57405883,0.4841483,0.32383305,-1.27438
0,507.4906,29.452024,35.0,0.044875614,0.26650316,0.116460115,0.08165453,-0.27655736
1,506.27094,19.329786,28.0,0.019393088,0.29868776,0.15357025,0.031815782,2.1836517
0,509.7292,30.392776,54.0,0.032247253,0.2834867,0.18489628,0.54809403,1.8072286
1,522.56836,60.47557,45.0,0.08693925,0.25152585,0.117429204,-0.48870704,-1.625206
1,501.8839,23.44388,27.0,0.025338365,0.5025611,0.41662928,-0.095835015,-2.8587968
1,534.0219,37.61522,49.0,0.033064675,0.26831487,0.15338282,-0.7732758,-2.4095714
0,519.7605,20.677486,25.0,0.032638136,0.37210694,0.26781747,0.24522018,1.6046498
1,520.15137,28.139572,40.0,0.041382506,0.24463284,0.14563729,-0.12786052,-2.0661206
0,537.5319,31.059454,31.0,0.040350385,0.27212912,0.16118512,-0.24490848,2.6964808
0,502.00684,45.57129,55.0,0.067780934,0.20966716,0.11203701,-0.3844871,-0.53173923
1,546.38995,70.905556,38.0,0.12584063,0.30699342,0.21472232,0.4950522,-0.3643041
0,505.3317,17.782768,28.0,0.014958742,0.36273015,0.25905243,0.42624655,0.3171452
0,542.9442,37.346954,53.0,0.055614743,0.2759404,0.20624633,-1.1295404,1.2414402
1,508.8131,15.78288,26.0,0.012854425,0.2996924,0.17666316,-0.2598319,0.35802722
0,509.02914,31.238373,39.0,0.043720208,0.34705883,0.30175352,-1.1097697,-1.8813465
1,512.6369,20.189526,22.0,0.01406135,0.5820087,0.5554124,-0.62988293,1.9031644
1,532.3002,13.323344,21.0,0.010928938,0.46307793,0.38621864,-0.6041119,2.2353852
1,542.5346,14.084898,23.0,0.009572602,0.4181201,0.35018215,1.1975119,1.7313159
0,542.87085,42.11363,64.0,0.04421513,0.2540701,0.16861053,-1.3547668,-2.0932074
0,506.93848,52.91478,68.0,0.08997662,0.2163025,0.10218657,0.6211592,0.04663894
1,513.03534,23.338945,29.0,0.0153626995,0.5659912,0.50903535,0.5085144,2.128946
0,531.4215,45.570854,54.0,0.06470549,0.22492331,0.096057914,-0.71927536,-2.2150602
0,527.68195,49.846943,52.0,0.04750995,0.25983012,0.15084913,0.0025733784,2.9345317
0,507.30756,62.665718,51.0,0.09972232,0.29782566,0.22077382,-0.98108864,2.4464583
1,524.7694,26.526194,23.0,0.020867858,0.3623259,0.23368947,1.6186391,3.0431798
0,520.2854,37.56418,62.0,0.0642227,0.23457919,0.11396394,1.4464462,0.41978896
1,521.7703,49.140812,71.0,0.065553255,0.24329968,0.13991056,-0.55812246,2.993938
0,547.9684,29.325603,56.0,0.041018818,0.24491116,0.13267598,-0.192086,-1.077672
0,502.0728,59.1302,60.0,0.08085659,0.20557517,0.109553754,-0.19951105,0.015742783
0,547.85254,99.460754,62.0,0.17612326,0.25509864,0.19305201,0.6461024,-1.0119524
1,518.6114,27.814436,35.0,0.01996496,0.4370222,0.30235282,0.3235502,-3.070219
1,521.2593,20.818644,27.0,0.022432873,0.6607307,0.6510632,-0.34767735,-0.28840065
0,527.7085,21.489273,40.0,0.016843816,0.3364789,0.26351166,0.67333835,2.0065503
0,548.9474,44.26284,57.0,0.052188683,0.2047491,0.08235621,-0.27606627,2.9225247
0,538.8018,44.582428,58.0,0.05439903,0.19915953,0.085612975,-0.73029083,-0.9197211
0,523.16437,52.17625,40.0,0.08510664,0.30888042,0.19914529,0.06727956,1.086642
0,509.99802,50.513863,57.0,0.059124824,0.23908873,0.15482509,0.3013878,0.5277019
1,508.85205,95.378685,85.0,0.16004507,0.17114909,0.071771,1.2684832,-0.7429242
0,539.63727,33.736824,57.0,0.041388433,0.22209933,0.10926066,-0.8341431,0.8924645
1,519.09503,16.420776,24.0,0.010383955,0.33478147,0.21404113,-0.11641308,0.23867571
1,502.25922,12.472948,10.0,0.0061349524,0.6487538,0.6138514,-0.08152062,1.7795657
0,527.50104,33.150738,40.0,0.04577411,0.2640268,0.13478301,0.6745058,3.023581
1,545.447,74.68226,66.0,0.13109985,0.23114866,0.15504304,0.40336826,2.354987
0,506.16235,50.856316,60.0,0.07995767,0.2327673,0.116561845,1.678812,-1.967229
1,548.2281,11.608464,10.0,0.0059851552,0.58759505,0.54883504,1.5025506,-2.7948458
0,531.8672,46.723045,61.0,0.065561265,0.3096424,0.27797377,0.39117283,0.7811348
1,533.5777,16.01724,22.0,0.010512087,0.37473252,0.21986791,-0.48733327,-3.0231225
1,536.5897,27.183193,33.0,0.040339198,0.37843493,0.3113818,-0.93962824,-1.866433
0,549.2383,43.10932,22.0,0.053885743,0.76999795,0.76692635,1.3849213,1.9649023
0,546.36383,32.70641,59.0,0.03771919,0.21376036,0.08708199,1.2823136,-1.8625598
1,512.98395,27.981215,37.0,0.028097454,0.3692697,0.2418044,-0.23767641,0.10705871
1,517.6019,35.25923,56.0,0.054219883,0.27411017,0.17218839,0.7516705,0.27977395
1,510.37128,67.316696,46.0,0.11724993,0.2747281,0.20453559,-1.6392651,-1.3449699
0,522.7573,92.74347,71.0,0.13938113,0.201906,0.0841783,1.4996067,-3.0798366
0,540.7342,55.37145,65.0,0.08766634,0.18953533,0.071002655,1.4879994,0.3568367
1,534.2026,19.142878,21.0,0.010573407,0.42647672,0.3153674,1.4809282,-0.1572489
1,501.6602,13.831028,24.0,0.019131698,0.28635874,0.15958689,-0.08192157,-2.613596
0,506.18964,34.831173,58.0,0.041386683,0.22268492,0.10241193,0.14706919,-1.6392078
0,527.71844,17.29779,32.0,0.02768479,0.27589583,0.15878232,-1.2127541,-2.2029364
1,502.71622,26.901184,31.0,0.017390508,0.6385818,0.6213731,0.22390282,1.3816472
1,549.9198,37.098396,28.0,0.03548932,0.68141264,0.6734623,-0.9063561,-1.8310795
0,500.1943,41.07313,58.0,0.056208577,0.22196093,0.10001436,-0.39684352,-0.6430306
1,548.9491,21.793257,29.0,0.01892573,0.43217975,0.36598027,-0.8860432,-0.63883215
0,535.96075,57.00883,81.0,0.09253767,0.16799799,0.07926784,0.97340727,-0.96866757
0,531.5945,19.152985,27.0,0.014331333,0.44571632,0.393637,-0.30719894,-0.89418155
0,507.7204,71.118835,58.0,0.11782361,0.25266296,0.13543321,0.20864978,-0.73810023
0,506.83102,30.765688,40.0,0.030123113,0.2802048,0.17454004,-0.31649312,2.1050937
0,533.3188,76.709816,83.0,0.11010114,0.22296509,0.12961398,0.97421074,1.5474153
0,526.9268,28.830572,32.0,0.025843576,0.3394079,0.23347594,-0.8784793,1.9864173
0,516.3417,98.25189,84.0,0.15702571,0.20503584,0.15160988,0.48518574,2.2105844
0,508.6574,16.750778,31.0,0.014555074,0.35743105,0.22868098,0.70099896,-1.2064382
1,512.70074,22.806408,35.0,0.021549873,0.27549103,0.14056864,1.464543,-2.72162
0,522.42847,23.127008,42.0,0.030259024,0.2354158,0.091136314,-1.0879227,-1.5675733
1,545.5808,36.252296,36.0,0.03760308,0.26867566,0.12842518,0.1465265,-2.190704
1,545.2038,36.45519,35.0,0.059220627,0.24468422,0.124437496,0.80167675,-0.2206178
0,522.48944,53.79637,74.0,0.07983463,0.17387608,0.06221759,-0.803797,-2.4787948
0,514.1777,29.894411,41.0,0.03897189,0.3187823,0.20316392,1.4192989,-1.7287196
1,548.0707,46.677544,24.0,0.039823953,0.44266084,0.28930542,-1.5218811,1.6380541
1,511.55365,59.863754,53.0,0.091707475,0.35645142,0.25843403,-1.1775857,-2.6679988
1,509.68585,14.033286,27.0,0.013319508,0.34065467,0.25551778,0.98001236,-2.4564104
1,532.8279,23.004951,31.0,0.014823612,0.34615874,0.23183002,-0.044105835,-0.32908955
0,517.07996,39.350323,64.0,0.050233778,0.20741317,0.089602485,0.9447105,-1.2264864
0,506.99854,88.98219,76.0,0.16718209,0.188465,0.08236065,0.9913116,-0.6027446
0,517.0417,37.02481,51.0,0.0496562,0.33235943,0.23008351,0.6919569,2.447172
0,500.13586,59.947712,66.0,0.09466012,0.22977637,0.13403268,1.3143837,0.9525217
0,546.4877,33.7448,44.0,0.037763625,0.28375965,0.17421311,-1.1764517,-1.3412809
1,515.8147,17.00161,22.0,0.011193048,0.47208542,0.35405934,-0.666547,0.6933559
1,506.49887,40.215965,34.0,0.04393146,0.4929543,0.4447834,0.87439007,1.1989943
0,546.7066,100.284676,70.0,0.17152259,0.21491571,0.11809253,0.33634114,1.7808126
1,508.51776,14.101752,22.0,0.013761771,0.32052398,0.18613146,1.5086577,1.4908941
1,531.1632,11.398021,26.0,0.008195621,0.3301837,0.20485868,0.53225595,-2.95204
1,501.24326,50.437267,43.0,0.06432332,0.39232957,0.26712966,-1.0796607,-0.16623364
1,513.04425,13.652985,21.0,0.011273591,0.6190379,0.5525429,-1.1049074,0.009575655
0,535.5367,46.533314,62.0,0.047236085,0.41357353,0.35808638,0.9242013,-2.860993
0,529.56085,20.03605,35.0,0.014835687,0.32974842,0.20284398,-0.22114687,2.1943426
1,532.3651,21.412071,28.0,0.021904226,0.36400405,0.29034662,1.2340732,-0.61899906
1,518.4399,34.95251,40.0,0.053937927,0.26096913,0.11627674,0.21901667,-0.7336601
0,515.6586,113.72185,85.0,0.21091194,0.16175619,0.070409715,-1.0576973,2.83001
0,537.29785,39.993797,35.0,0.06543096,0.26235119,0.1387315,1.22584,1.9483222
0,514.92505,25.268719,39.0,0.0258257,0.29550314,0.19908674,-1.2692162,-0.10348785
0,512.19434,46.866367,60.0,0.053027704,0.23494247,0.12767981,-0.1874447,-1.5076172
0,507.4487,40.345966,47.0,0.0393085,0.2527508,0.11321411,-0.6978076,1.346528
1,528.55914,28.26085,38.0,0.043203976,0.31701156,0.23642044,-0.41816205,-2.781601
1,544.7334,12.96144,17.0,0.010748515,0.48949572,0.42595157,-0.17043504,-0.0058997916
1,537.4872,56.965405,48.0,0.071522295,0.33851722,0.26716304,-0.25854418,-0.0054649515
1,500.17624,21.929852,39.0,0.02746297,0.2676254,0.16559383,-0.44542798,0.2275107
0,516.35333,68.214424,73.0,0.11845406,0.1828372,0.07543744,1.3242449,0.8096047
0,514.899,37.171513,51.0,0.05028485,0.2542792,0.13420162,-0.012836618,1.8915154
0,535.0932,63.56621,57.0,0.074423015,0.43295246,0.37589994,1.089255,-2.3469675
1,500.47144,47.841114,59.0,0.08170802,0.26560724,0.16183843,-0.5817339,-2.6975453
0,540.2266,76.727516,105.0,0.12251874,0.1698473,0.09617904,0.18984528,-3.0219994
0,530.9034,36.5227,56.0,0.045994855,0.21875969,0.11026665,0.7429208,-2.7063918
1,533.3101,18.78884,30.0,0.01632487,0.42610925,0.34900197,1.4731545,-0.554659
1,518.85004,17.419456,17.0,0.010615134,0.54116935,0.47833672,-1.5351645,0.32990822
1,542.1276,35.48062,26.0,0.05903243,0.2988325,0.18249369,1.0190393,-0.043109767
1,508.13428,65.641556,73.0,0.11718223,0.22120276,0.14476618,0.45942712,3.1093216
1,546.41846,23.03148,25.0,0.017582688,0.52558297,0.49722072,0.9594589,-0.8002187
0,549.73016,43.12808,31.0,0.06513236,0.3413899,0.21594869,1.2939839,2.8496315
0,535.2596,73.96206,72.0,0.11775167,0.19392866,0.09947665,-0.6721115,-1.3870811
1,512.40796,30.031221,43.0,0.033774238,0.4083578,0.35027578,-0.05560058,1.8078405
1,531.5623,19.64746,29.0,0.026434096,0.30160776,0.21413754,-1.350428,-0.12973897
1,501.48932,14.08061,22.0,0.017045083,0.33040562,0.21133408,-0.26252344,-2.0118072
0,509.54083,28.712826,36.0,0.024717225,0.2636026,0.13087241,1.1727284,-1.7610694
0,524.69257,38.347416,44.0,0.04892205,0.28445643,0.18398434,-1.0322137,1.9902319
1,506.08408,21.314058,24.0,0.038323782,0.34700832,0.2495957,-0.84337944,0.8817434
1,501.02527,16.05785,22.0,0.02003183,0.3442646,0.21398638,0.39492926,1.5619195
0,549.0028,24.469028,53.0,0.027632162,0.22929259,0.0989649,0.06208552,1.9214308
0,520.97314,49.844955,61.0,0.077655666,0.2237748,0.10101019,-0.66468835,-1.9787998
1,510.72595,20.857187,23.0,0.018909816,0.3164657,0.17491533,-0.20908536,2.9266658
1,518.42737,21.43152,35.0,0.022604514,0.30553973,0.21332572,0.91269225,-2.3133798
1,518.1395,22.443357,31.0,0.014435517,0.3789237,0.2421246,-1.2211709,-1.0912063
0,514.1604,76.87696,113.0,0.13436118,0.14427578,0.06505687,0.090797864,1.3790773
0,544.6659,34.147236,44.0,0.036306765,0.2549947,0.13864748,0.10257826,0.11157631
1,510.42886,21.366322,29.0,0.018884305,0.33041668,0.1858551,-0.34201247,-1.0155871
1,511.49304,15.263856,18.0,0.012222461,0.4365584,0.33381686,-1.4079245,2.4982889
1,511.09528,16.858805,33.0,0.01085553,0.5387634,0.4926262,-0.21952522,-1.3951746
1,517.6373,11.67111,7.0,0.012006931,0.6000447,0.50309664,-1.5020965,-1.1918074
1,526.9653,25.318472,33.0,0.02484239,0.47338918,0.41812736,0.25422153,0.9609127
1,503.4223,18.472399,19.0,0.021475643,0.44146156,0.3183284,0.48791742,-1.544964
0,509.8367,56.836697,65.0,0.08947721,0.27092794,0.21932265,-0.2380151,-0.3579519
1,503.03143,20.225296,14.0,0.013882884,0.57642263,0.50190544,0.9563779,-1.428463
0,540.0359,47.118576,52.0,0.051420968,0.2276034,0.11543589,-0.07068604,-1.6801053
1,531.34863,23.829176,27.0,0.017782168,0.48605624,0.45287916,-1.414971,0.61866766
0,528.891,47.337055,84.0,0.071856484,0.16894512,0.08296423,-1.4795967,0.2065684
0,527.54663,29.715631,46.0,0.028750775,0.25956643,0.13168035,0.31110469,1.201012
1,501.61438,14.497511,15.0,0.009798194,0.41505566,0.23523301,0.8397958,-0.88038176
0,500.28558,99.61792,57.0,0.17471614,0.23823763,0.18212329,0.03220523,-2.7328875
0,512.4986,47.262413,53.0,0.061270986,0.252266,0.12570514,0.4412037,1.7762436
1,529.42365,29.91242,33.0,0.024726545,0.41927847,0.27210328,-0.9597033,2.7182536
0,521.93585,53.508907,67.0,0.0807961,0.21219184,0.09809181,-0.37704366,-1.8537296
1,511.38354,43.912395,41.0,0.057711765,0.57915115,0.5696841,-0.27389258,3.0940804
0,529.95624,42.1795,40.0,0.05697926,0.32211545,0.23781586,-1.1151755,1.8669195
1,549.5201,56.363255,44.0,0.09616197,0.43224996,0.39953038,-0.5189665,2.6502438
1,532.23566,16.490774,21.0,0.013757641,0.5068978,0.43815318,-1.1103523,-2.625938
1,524.13635,31.406199,31.0,0.020638185,0.31415018,0.16471367,-0.29828507,2.4788184
0,542.7318,34.884563,27.0,0.053882536,0.3053796,0.19519024,-0.23565222,1.6579083
0,518.6103,42.001343,61.0,0.06017509,0.26463732,0.19120127,-0.41437596,0.302279
0,529.58154,74.51763,79.0,0.10848064,0.1984152,0.10330128,1.5416167,-1.4871206
0,536.5082,49.817287,62.0,0.08263015,0.24136887,0.12564631,-0.14340453,-2.4202783
1,504.85068,78.41547,80.0,0.13716699,0.2020891,0.10768871,-0.13452895,-2.9866586
0,516.2934,36.360012,64.0,0.046374865,0.18832539,0.09862857,-0.2988427,1.7149291
0,507.03058,20.528044,26.0,0.033404853,0.4425654,0.40083578,1.4338971,-3.0361884
1,521.5272,33.74315,42.0,0.040481027,0.38871306,0.31637833,0.18644643,-0.5153173
1,508.93173,60.318115,40.0,0.0826983,0.27461267,0.18322948,-1.1587507,-1.4821169
0,539.47906,19.644135,36.0,0.028946282,0.25479484,0.13291374,0.01688754,0.45872346
0,520.19244,35.311756,28.0,0.03417941,0.33604026,0.22951365,0.40339464,-0.7590817
0,523.52356,73.319466,59.0,0.10985035,0.25973272,0.17439058,1.424805,0.0975398
0,513.99744,64.33225,76.0,0.0834329,0.26426584,0.20080711,-0.8365382,2.6555786
0,530.118,64.52583,95.0,0.09378199,0.16424249,0.066449985,-0.34435865,3.0683467
1,503.8525,18.240643,24.0,0.011625712,0.47214186,0.3820518,0.054247137,0.60302454
0,525.39233,22.900974,32.0,0.020160358,0.35925284,0.24114099,1.000265,1.0261947
0,511.95126,94.9465,70.0,0.16775508,0.20733364,0.10018875,-0.9832265,1.2778704
0,546.2295,94.84061,79.0,0.12299623,0.17386314,0.07494883,0.53060657,0.3978843
1,540.8304,91.49216,55.0,0.14880067,0.20184238,0.08514743,0.36909148,-0.7505501
0,512.8162,86.100746,70.0,0.13590366,0.20157601,0.10657175,0.35802308,0.49224004
0,528.9738,54.588318,61.0,0.09112364,0.24263395,0.16737373,0.3951687,2.4267695
1,507.27496,19.960682,23.0,0.01729753,0.3830122,0.23298165,0.17484398,1.9542146
0,515.14825,41.175297,65.0,0.051314298,0.2864651,0.20736225,-1.1616324,2.9752083
1,512.0697,90.35782,61.0,0.16425356,0.21202429,0.11561606,0.3270524,-2.0038679
0,509.9216,82.1205,46.0,0.1506991,0.24209891,0.13521622,-1.6381865,-2.4090621
1,537.4491,28.876925,49.0,0.046609584,0.23892023,0.12350694,1.2943876,2.3770595
0,527.0484,27.219902,45.0,0.023326293,0.37914163,0.28281608,0.3608709,-1.0377156
0,502.02353,39.393738,71.0,0.059572384,0.19140285,0.084808305,-0.24539185,2.1021698
0,525.83093,51.58735,85.0,0.079307884,0.15803139,0.062579654,-0.08529684,3.0832977
1,515.8943,62.625313,62.0,0.10987943,0.20342562,0.070955046,-0.25650662,2.0174053
1,505.0121,50.438187,55.0,0.078571856,0.20977108,0.10580461,0.972309,0.23462528
0,509.94785,63.697002,56.0,0.104800195,0.2210084,0.10696794,1.4582942,2.3877437
1,514.3825,43.82223,34.0,0.040169023,0.3258289,0.19631971,0.4221269,2.6367497
1,505.31366,19.508162,18.0,0.012366668,0.4184199,0.24476865,1.024707,-1.5431876
1,548.1034,28.632992,44.0,0.0349847,0.33083308,0.2843863,0.036021367,-1.4963019
0,504.34555,118.605,82.0,0.21726842,0.2731667,0.21344124,0.49351725,1.3621223
0,504.28604,16.102774,22.0,0.016387705,0.55605245,0.5206002,1.6200867,2.058701
0,511.67194,101.63523,67.0,0.18852523,0.21457425,0.12341375,-0.7053571,-2.7629724
1,530.4721,47.295265,36.0,0.044374004,0.39664668,0.25496122,-0.43881577,-1.1790732
0,512.6896,39.907944,68.0,0.055893604,0.23321877,0.1328391,-0.116829015,2.5171418
0,512.41266,51.798378,60.0,0.0673232,0.28863257,0.1817202,-0.909317,-3.0743477
0,520.6043,47.11028,54.0,0.04348556,0.40378538,0.33627674,0.15291987,0.7041301
1,513.31903,14.374914,20.0,0.008885605,0.49381152,0.43094918,-1.3787782,-1.9321271
1,534.8231,32.556053,30.0,0.037963077,0.35437086,0.23823021,-0.007949154,-2.156492
0,541.0066,51.113567,63.0,0.063334145,0.20919167,0.100325935,-0.15093009,-2.7192304
0,518.6813,34.05038,51.0,0.039007034,0.26081216,0.136442,-1.218814,2.8844807
1,530.22156,31.586565,22.0,0.029319154,0.42587158,0.36855105,0.34437433,2.9190528
1,501.05615,18.451784,24.0,0.012830196,0.4928275,0.3495406,-0.10573596,2.6990237
1,549.51624,20.754576,32.0,0.025945349,0.36222467,0.25971466,0.7381846,3.0734835
0,531.75116,81.1772,72.0,0.12818004,0.19230784,0.09348679,1.1438488,-0.41063434
1,549.9279,30.788486,26.0,0.02857282,0.40669826,0.33725083,-0.9555939,-1.360799
0,518.822,38.43584,41.0,0.037250165,0.2686933,0.13404928,-0.08550826,0.7033603
0,546.2258,56.673923,67.0,0.0963553,0.24003309,0.13850522,-0.24331419,0.27918875
1,546.2202,12.60735,19.0,0.009517029,0.47439384,0.41991156,-1.1043802,-0.9833453
0,521.36896,92.376526,62.0,0.16457959,0.22185428,0.11556596,-0.3268457,0.09310018
1,530.42285,17.84008,33.0,0.021132223,0.32075587,0.23970838,-0.07851708,0.9298747
1,518.541,20.638256,28.0,0.016810201,0.36786464,0.2105271,-0.77854127,-2.8673928
0,544.9575,45.401806,62.0,0.062286105,0.18068302,0.07255491,-1.5654919,0.07901358
1,501.14032,51.428585,76.0,0.09297576,0.22461951,0.12611787,1.1489075,-0.53593
1,538.60706,24.807869,26.0,0.016373625,0.3256473,0.15583137,-0.7130776,-1.4064658
0,541.32855,34.175564,42.0,0.040269587,0.32897234,0.25438184,0.5888769,-0.14983563
0,505.26898,59.162045,66.0,0.09890171,0.24803688,0.13864747,-1.0969793,-1.9926666
0,547.9342,26.932558,48.0,0.029477574,0.3027689,0.202304,-0.026574621,-1.4887961
1,524.80414,44.62178,43.0,0.045071274,0.27913675,0.19397362,-0.8103501,-2.2299123
1,511.17834,32.65436,33.0,0.028219532,0.39052618,0.34905505,-1.031877,-1.9132606
1,526.4396,27.819792,43.0,0.03824717,0.37033188,0.3221904,-0.7943417,-0.5991282
0,547.7101,79.047195,74.0,0.13249567,0.19238077,0.08577686,-0.22170918,-3.0208352
0,502.52377,32.46035,53.0,0.030726027,0.265472,0.15219551,-1.6605816,-1.6131326
1,527.5784,22.528416,30.0,0.01566246,0.44315624,0.32778633,1.2101121,-0.20031562
1,519.7924,21.80157,31.0,0.030088605,0.52702504,0.5070047,0.64939207,-2.9315531
0,508.61557,32.650375,55.0,0.04185554,0.2621759,0.18828015,1.03463,2.7198422
1,503.65326,23.882006,30.0,0.030412791,0.310881,0.18757775,1.0733373,-2.3016064
1,546.6366,17.949852,22.0,0.018936312,0.6357184,0.62421614,1.2601428,1.2899222
0,530.3475,23.353989,37.0,0.027903402,0.2902147,0.17155692,-0.5347802,-2.8621457
0,534.6505,54.16913,78.0,0.06165714,0.2303877,0.122185715,-0.562853,-1.7735019
0,539.45215,65.61216,71.0,0.079238005,0.20178105,0.08793132,0.06540155,0.5998307
1,521.7671,32.047718,45.0,0.030920172,0.42353818,0.36533362,-1.0558296,1.2452227
1,509.2819,23.882833,47.0,0.030919971,0.23249531,0.13294363,0.6096072,-1.8761287
0,540.35156,45.318188,57.0,0.06815857,0.20331837,0.09913938,-0.14212243,-1.4108723
0,503.11557,49.550865,44.0,0.06672907,0.35744908,0.2934292,-0.6875478,2.4013066
1,530.7213,88.94928,53.0,0.16308273,0.236718,0.13530564,-0.0032111441,1.8429798
1,508.01328,15.534527,25.0,0.021127671,0.3814712,0.25280666,1.2312777,2.8038306
0,520.0078,57.621548,73.0,0.07251264,0.2104976,0.09063533,1.2165179,-1.4103009
0,504.92316,46.80238,56.0,0.049702533,0.26211876,0.1612469,1.0997798,3.0446355
1,533.5886,90.41694,97.0,0.1564543,0.16329178,0.0795886,0.9333418,2.5161464
0,545.1397,38.893322,46.0,0.041006934,0.22753783,0.11220809,0.8172895,2.5809083
0,512.61206,38.334465,45.0,0.04081709,0.24795882,0.11032796,-1.0057839,-1.6993822
1,543.6455,73.94898,59.0,0.13128187,0.193395,0.081829734,1.6004013,-2.29814
0,504.58746,61.38909,48.0,0.09391067,0.25371337,0.13504854,1.6667415,1.366529
0,511.27316,56.930695,63.0,0.080934376,0.22049089,0.11338125,1.671462,2.8371925
1,534.97,45.52126,45.0,0.078101605,0.28005219,0.19532,-0.56350905,2.5378115
1,500.42444,48.84208,41.0,0.0796054,0.27354243,0.16712585,-0.6842022,-1.6973289
0,532.0075,33.4542,60.0,0.03824129,0.23933032,0.12449675,-0.48773274,-1.558301
1,530.52167,41.382732,39.0,0.061823394,0.34118107,0.22244583,0.91925037,1.9805965
0,541.6267,26.807783,43.0,0.023884384,0.27806684,0.1433415,0.66166544,-1.719111
1,525.7645,20.25103,27.0,0.013482758,0.36412987,0.23373562,-0.59863496,0.95142555
1,545.51184,29.214966,29.0,0.022508284,0.325505,0.17931843,0.3801174,-1.1855131
0,521.8195,44.750626,60.0,0.060715504,0.2544424,0.12938903,1.0051104,-0.03588866
0,503.65625,47.662666,58.0,0.0843389,0.20859414,0.09286345,1.1326277,-0.34964612
1,537.11957,12.310666,17.0,0.007054683,0.6206977,0.5902558,0.6355247,0.8007358
1,531.6704,33.4437,40.0,0.058571145,0.3509051,0.2903829,1.3524979,0.3613643
0,534.83673,72.38134,63.0,0.122789346,0.22183332,0.13847557,1.3417011,-0.10688075
0,502.34583,46.218056,58.0,0.04694768,0.30858263,0.17895798,0.14712578,0.38972628
0,546.5389,45.658844,65.0,0.065925546,0.23153177,0.109313585,1.035365,-1.8998076
1,514.3886,68.49721,45.0,0.10215591,0.30337358,0.22726291,0.85176384,-0.84206253
1,509.24542,32.85004,28.0,0.058879275,0.28486153,0.15902236,-1.1598226,2.4017327
0,545.3175,38.263287,56.0,0.040084455,0.29738793,0.16085108,0.696205,-1.6711369
0,507.84583,71.814644,59.0,0.12660338,0.22873905,0.13521484,-1.0800582,-0.72143984
0,538.02014,42.866394,63.0,0.04912223,0.31241012,0.23803787,1.0874457,1.7055093
0,535.38654,44.80603,54.0,0.042108737,0.25190952,0.112470806,0.5253064,0.32708973
0,545.4245,36.833492,40.0,0.04216732,0.2696744,0.15853862,0.5562194,-2.2546966
0,503.75552,41.213932,47.0,0.043238252,0.22304536,0.09563835,0.8524275,3.0704932
0,521.3885,28.598345,29.0,0.02838164,0.42925352,0.34290928,-0.47849235,-1.7026746
0,503.61777,29.429714,38.0,0.03504348,0.30969158,0.19538952,1.1288055,0.1678455
0,535.04254,31.430626,47.0,0.04078765,0.2680155,0.15182671,0.61357355,-0.95782244
0,505.08972,47.178646,58.0,0.06517555,0.24692643,0.15554456,-0.29024738,-2.9554217
1,534.98914,15.785336,20.0,0.013370123,0.4169439,0.23098426,-0.11297335,2.7662823
1,543.4543,49.388527,49.0,0.05806272,0.19969012,0.069794856,0.054124154,2.5528316
0,541.0996,24.231283,30.0,0.031892516,0.5124236,0.38821566,0.35451677,-1.450656
0,505.46732,28.10882,49.0,0.038072444,0.24751627,0.13647473,1.3707039,1.2322338
1,523.45703,26.583323,33.0,0.017534649,0.3696087,0.23063785,-0.04775361,0.041599203
1,504.86783,28.421133,48.0,0.04621438,0.34108043,0.2744619,-0.87022746,2.951734
1,516.1662,15.74382,26.0,0.017427502,0.2977679,0.17073557,-0.78513056,-0.37590626
0,522.52106,51.638218,55.0,0.062885694,0.29776433,0.22935675,0.8167766,-1.4564111
0,541.47943,24.740154,42.0,0.028712275,0.2941105,0.15867049,-1.151855,0.3526051
1,547.6202,20.377226,29.0,0.021801747,0.33562067,0.277181,-0.33516008,-2.8335378
1,515.0454,24.43846,28.0,0.019004712,0.3074774,0.16043888,0.18438372,-2.0622022
0,509.8665,16.022417,27.0,0.01716962,0.3238776,0.23855896,-0.074949585,-0.77313596
0,523.93286,46.548565,73.0,0.06222656,0.22920324,0.12895933,0.63087565,-1.910882
1,506.61047,53.775414,49.0,0.07385873,0.2863216,0.13830492,1.3754804,-1.803669
1,516.08746,13.849335,21.0,0.009067178,0.38691342,0.2103904,-0.0840692,0.02722255
1,513.47217,17.19416,28.0,0.013721446,0.3324651,0.22172897,-1.257726,0.14490974
1,529.5655,39.146366,45.0,0.058772538,0.28125608,0.18630527,-1.4774152,1.0044534
0,531.52277,55.611706,70.0,0.09211498,0.21351786,0.14817941,1.4277761,2.026006
